Word,Fraction of words eliminated,N
olios,0.932931338246608,175
soaps,0.932922974370641,197
write,0.93292297437064,197
pecan,0.932892148431853,203
damps,0.932888199172722,182
urged,0.932886184969805,163
leaky,0.932859043285587,164
cocas,0.932815211345696,198
amour,0.93281222859128,175
liver,0.932792549105838,173
naked,0.932776512423565,178
reran,0.932770250709282,192
voids,0.932757104926388,196
typos,0.932749471891162,186
hoary,0.932715884807575,172
bonds,0.932657300817801,198
thous,0.932655286158079,199
livre,0.932603786694458,201
hefts,0.932547067810971,196
galas,0.93251970773785,188
fours,0.932502817302732,203
frees,0.93249975152314,187
doper,0.932466653867603,171
wises,0.932459721402422,211
gofer,0.93245076387338,168
stall,0.932447264390986,182
novae,0.932446674590583,178
tramp,0.932428227342859,187
thees,0.93241167434716,217
fives,0.932386875765346,201
kilns,0.932385051370634,162
muses,0.932384980283431,181
relet,0.932363641886191,183
kikes,0.932350397275214,194
users,0.932346129349778,180
paver,0.93233957744805,190
razed,0.932334015524459,179
chore,0.932300266037684,190
glean,0.932290946602717,196
inure,0.932290941962755,191
curio,0.932265722327751,186
dosed,0.932226468260861,180
thews,0.932224979857485,177
torts,0.93221709388984,168
khans,0.93221465633773,179
plead,0.932209948457066,202
remap,0.932190762935943,180
spurn,0.932180906060531,168
piker,0.932150138876943,206
spang,0.932144987954173,184
mower,0.932093088037883,217
yells,0.932085545165275,182
swarf,0.932083577321379,194
vista,0.932050836662613,180
limen,0.9320094342979,166
whose,0.932005375204959,182
foist,0.931960911772132,194
steed,0.931908128893384,204
bluer,0.931902614345204,191
wiper,0.931901854153027,195
hazel,0.931882547522486,184
first,0.931877896930968,190
fifes,0.931817080116825,172
gimel,0.931815010664138,183
facie,0.93181237106561,178
palsy,0.931803162167396,174
shawl,0.931791142615981,199
gaped,0.931779691127008,176
peony,0.931764887015018,176
rogue,0.93174864045109,182
writs,0.931736134463848,203
faced,0.931733380413107,183
liken,0.931705853933107,183
visor,0.931691063843227,165
loath,0.931672553220236,216
plein,0.93164799590721,201
toast,0.931645403346305,201
parer,0.931640285739101,192
hazer,0.931635472357936,181
prune,0.931618479452302,174
worst,0.931612917579028,203
magus,0.931590209339037,182
crass,0.931588597456237,180
gouts,0.931580127864601,206
lardy,0.931576957037809,192
licks,0.931554438789228,219
angle,0.931542677038361,193
agree,0.931540415596462,197
apron,0.931532934928431,188
canto,0.931525762451449,194
genes,0.931519743321812,191
merse,0.931503676683458,192
tapir,0.931502323867408,214
stoup,0.931483457451844,189
biome,0.931479395817341,186
beamy,0.93147794311595,189
admen,0.931461102766624,204
voile,0.931457793247051,159
plain,0.931456276252115,193
comet,0.931436844692308,188
grape,0.931432005220437,185
skies,0.931419213543711,194
lochs,0.931375008845914,162
nicad,0.9313591029752,163
sands,0.931325150058865,180
inept,0.931315185294274,184
grasp,0.931305796860775,182
brash,0.931303888052194,182
noose,0.931286549707603,168
clips,0.93127706600061,174
pilot,0.931266284523188,150
spurt,0.931247177349315,200
worms,0.931210438531119,186
brent,0.931208154687276,202
doeth,0.931191474410598,176
czars,0.93117151050285,171
odors,0.931161701696486,192
clime,0.931128687407182,191
splay,0.931127837168644,169
party,0.931125245488536,209
abort,0.931082993167738,192
somas,0.931029974021116,182
crime,0.931020319246232,181
bonus,0.931019594874467,208
alive,0.931006467396949,189
peers,0.930988731571925,188
tills,0.930975202783437,165
twine,0.930955061193819,181
dated,0.93088999302407,187
preps,0.93087675373708,174
baked,0.930856957238989,177
binds,0.930839899924857,181
styes,0.93080887036072,198
softy,0.930800170281549,193
intro,0.930749127544335,220
grips,0.930745366557029,186
irony,0.930733217313786,212
waifs,0.930727640980757,206
epact,0.930684554523563,204
pawns,0.930641372407917,168
pseud,0.930639283538292,197
waned,0.930585835167835,196
daunt,0.930574888779433,219
coned,0.930531144104598,177
oinks,0.930529466655355,172
heels,0.930493402026042,194
grope,0.93046646369152,197
peels,0.930435282884642,157
sided,0.930432047472174,185
tombs,0.930412708860913,171
money,0.930406673529996,205
balks,0.930394582107939,174
atlas,0.930367755363914,173
coups,0.930362949884933,201
vases,0.930353343563493,181
raved,0.930343937771625,201
untie,0.930339571353257,171
cutie,0.930321515123649,187
sheen,0.930316136876845,200
sulfa,0.930315192184039,171
acrid,0.930304412020149,160
aided,0.930285609747984,188
pined,0.930253293050631,173
sours,0.930223053265079,187
barbs,0.930181270006699,168
burns,0.930167295167547,186
fovea,0.930159630724829,169
north,0.930156470057681,213
wonts,0.93014255477344,189
copra,0.930137224248741,205
aloud,0.930122468953177,186
nurbs,0.930116131913944,168
dared,0.930115737463616,173
crisp,0.930104312370295,190
muxes,0.93010320768919,192
serve,0.930087043792099,180
fumes,0.930077835775345,179
sleek,0.930061503850947,206
negro,0.930026163238086,193
rente,0.930022936504178,176
bloat,0.930013125151525,187
dicot,0.929969787315229,183
souls,0.929956905464983,210
grain,0.929930762369939,193
exalt,0.929907676675988,186
unsay,0.929887816892429,173
cedes,0.929868634938907,201
maxis,0.929852392043508,181
tacet,0.92981471234481,194
prism,0.929801281810221,194
cower,0.929792809501663,186
mined,0.929785527340434,178
brain,0.929782945399802,192
shunt,0.929770616813234,161
treat,0.929757753103245,182
ocher,0.929740453269703,190
dowel,0.929727028430397,187
joins,0.929715673845469,201
fecal,0.929682197736866,194
fangs,0.929677244873054,158
decks,0.929651750600162,195
haven,0.92964796479648,180
forms,0.92964598056494,178
cawed,0.929645943740351,212
adult,0.929619807026278,179
scars,0.929599828849967,177
hover,0.92958596033114,182
russe,0.929581379190551,195
midst,0.929574226772522,204
raper,0.929557929477159,200
kyrie,0.929557100446886,176
grows,0.929548568891976,180
toric,0.929547231038893,176
weird,0.929518975289342,216
halve,0.929513979775373,217
wrist,0.929479737968585,202
valor,0.929432996823322,177
gamey,0.929400611782856,177
welsh,0.92938986206313,195
adder,0.929367668620191,211
dells,0.929342167299437,175
sects,0.929323389629731,183
coked,0.929302522781989,186
flied,0.929284750337381,195
gnarl,0.92927164003529,202
eyers,0.92919291929193,176
cured,0.929179102120738,176
mynas,0.92913602266358,194
dogie,0.92912773529495,172
laved,0.929112030429681,196
curbs,0.929102003940662,169
wired,0.929071560642574,197
reply,0.929065713588903,198
idyls,0.929064728335182,195
entry,0.929051219791631,188
firms,0.929043373754161,185
rusty,0.92903373913165,199
honey,0.929020048819288,209
press,0.929020003335761,201
yawns,0.928999706253348,191
limbs,0.928985160251445,185
soyas,0.928960932757973,178
twins,0.928957901389243,188
mazer,0.928957862891553,192
chaps,0.928952933112411,167
ridge,0.928947974356799,172
cheat,0.928939768976898,192
hoped,0.928918997162875,150
forks,0.928897863470558,200
lousy,0.928859983910769,179
mayst,0.9288559542841,177
hiker,0.928831980942456,175
frogs,0.928797860989105,168
scats,0.9287853127418,176
calve,0.928784997121138,197
libra,0.928783311596645,181
front,0.928770404191631,189
yowls,0.928740126120783,181
heady,0.928722642001043,160
rodeo,0.928685851041245,189
teems,0.928672154142409,186
demur,0.928660291349192,185
twain,0.928658756563915,156
maize,0.928657643092245,195
moped,0.928632123525298,185
otter,0.928601138919012,185
meets,0.928591776470879,175
masts,0.928588537524112,190
frost,0.928581696645164,174
jolts,0.928556264147718,189
drily,0.928553597378721,183
sends,0.928537590601167,198
henry,0.928535015972994,184
rebid,0.928531668956369,176
ahold,0.928531057754453,197
decay,0.928528620291073,191
joeys,0.928525808046391,195
meany,0.928472830485737,188
prosy,0.928447706501248,177
knelt,0.928423601418591,199
chine,0.928416511160083,179
frail,0.928395383397989,180
brute,0.928371948184728,193
agars,0.92836601955935,189
squat,0.928335400483723,171
nisei,0.928330727809624,190
disco,0.928330161391425,184
float,0.928321374647586,208
trier,0.928301472806562,190
baric,0.928257365577781,179
drums,0.928252474370244,198
arena,0.928250545184228,211
mavis,0.928247430006158,176
deems,0.928240701829097,186
board,0.928221900410453,181
riven,0.928201846636805,193
image,0.928196494517095,169
muons,0.928172049068349,185
broil,0.928105003041959,199
retch,0.928088459815511,190
sauna,0.928072019198392,179
sheet,0.928067961594921,204
paved,0.92806583289908,192
plots,0.928058299922366,196
altho,0.928037385781922,187
ioctl,0.928029975929924,175
whale,0.928020088672127,206
vised,0.92796765374478,184
pismo,0.927954259730299,202
lurid,0.927926003126629,200
resew,0.927918029596238,166
crude,0.927882616765519,178
clave,0.927874288210478,202
beryl,0.92787384001558,165
camps,0.927870885560544,186
exist,0.92786549409146,194
beady,0.927855361574243,199
buena,0.927830612008569,192
peens,0.92782653850946,191
brief,0.927817753779858,188
gloms,0.927800519990081,187
becks,0.927798962018173,189
debit,0.927784626986447,164
tacks,0.927775262427019,183
shank,0.927752549691058,168
fixes,0.927701825910146,204
siege,0.927689581411811,213
pests,0.92767593047656,211
bused,0.927671935008326,191
whets,0.92767028419089,184
guile,0.927657997845416,203
walks,0.927650918672539,183
ikons,0.927648281022433,208
actin,0.927638893920352,187
apish,0.927614595748267,202
musta,0.927614385634801,221
braid,0.92757021697593,184
palls,0.927562447714826,174
mural,0.927561821131721,188
jerks,0.927555806063957,196
kivas,0.927508849956202,187
suets,0.927507542042771,174
tools,0.927496572062381,179
maven,0.927495673543964,189
cuber,0.92749491667433,170
elite,0.9274686687074,167
felon,0.927461080879444,183
halls,0.927460876358064,181
impel,0.927453792799813,202
lurer,0.927449658435958,177
creak,0.927439342137038,205
ounce,0.92743683967524,193
slots,0.927433926246667,194
crocs,0.927400210309655,186
agent,0.927354771715308,183
cunts,0.927352415692696,168
faery,0.927338281481065,185
rowan,0.927330633680835,179
tuple,0.927325291319726,188
dross,0.927303891913692,174
bidet,0.927265295179403,184
craze,0.927260350501623,185
slimy,0.92723521578164,204
nomad,0.927230922538238,190
abend,0.927193637933802,212
trawl,0.927190954204151,167
clerk,0.927180541667253,185
dozer,0.927176983626342,190
truce,0.927169909973453,198
pumas,0.927163414153362,178
wreak,0.927138224658379,187
fresh,0.927117711771178,192
hiver,0.927088331553322,202
adopt,0.927046346005469,172
fouls,0.927037672807529,204
coped,0.92702385688484,186
letup,0.927011510015268,190
audit,0.926888417293295,207
ruble,0.926884320602374,178
sting,0.926810923299792,206
yield,0.926809598253059,196
moray,0.926749069397841,214
crust,0.926741969971644,213
aurae,0.926732673267326,180
feint,0.926693152173741,218
clogs,0.926685457147053,181
brant,0.926682406552918,179
yogis,0.926679932787389,193
round,0.926662987071053,169
fiber,0.926592746993998,180
hurts,0.926579330259003,186
serfs,0.92657746250007,186
psalm,0.926572481809584,216
plash,0.926563037042787,188
yanks,0.926524231370506,200
slurs,0.926513616273908,180
tilts,0.92648929697439,179
duple,0.92646242344609,163
pecks,0.926441037455546,190
lumen,0.926440012422294,198
needs,0.926432430535118,193
crash,0.926407566129748,201
dings,0.926406050843008,219
swept,0.926387404985722,179
silts,0.926370541492667,217
flays,0.926364750971865,171
mylar,0.926355579254376,172
sicko,0.926320873422388,205
tepid,0.926299617257552,174
quals,0.926298221927456,176
sewer,0.926292978061281,166
bunts,0.926281834249436,177
galls,0.92627830650101,190
biker,0.926265365422592,206
vaned,0.926261811240546,186
rhino,0.926246108030335,173
roach,0.926218937683242,165
tufas,0.926213345018713,176
mover,0.92621276646721,174
grass,0.926201392069033,198
scene,0.926195560732544,204
stock,0.926193053082057,182
poufs,0.926158734294482,192
broad,0.926158003407289,203
smith,0.926150417442484,171
auric,0.926114373708216,178
dicey,0.926107702069885,196
dicta,0.926090901363373,188
downs,0.926076577582572,175
grief,0.926071527250898,193
nexus,0.926041726979715,180
racer,0.926021772560842,177
smirk,0.926002197742993,187
south,0.925992725336195,167
erupt,0.925992017806431,172
phial,0.925976188950164,187
organ,0.925960688174081,176
hints,0.925907544806277,189
rumps,0.92590362766476,206
whirs,0.925902613916033,178
baize,0.925899819898888,190
demon,0.925887325574662,183
mesne,0.925883706791733,208
orbit,0.92588241875035,177
packs,0.925877959312958,204
fairy,0.925854495379001,194
fable,0.925828465370527,181
surds,0.925802630655003,188
azure,0.925800646087654,169
giant,0.925785075708019,188
croak,0.925744632333027,211
wilds,0.92573402417962,193
decoy,0.925690111089656,197
delft,0.925686922294682,206
flops,0.925682380640356,202
flair,0.92567707226471,179
reefs,0.925675626773204,192
aloft,0.925652476708566,214
slaps,0.925615713552431,178
dopey,0.925612298071911,188
doors,0.925591728147884,171
olive,0.925567081938797,194
forge,0.925565176898429,188
spacy,0.9255355407518,185
gnaws,0.925530156059359,166
xored,0.925524322271332,193
avows,0.925512826107604,203
scudi,0.925502615372769,194
hyena,0.925498652888806,188
title,0.925484667088136,197
suede,0.925465279565369,166
apsos,0.925450521599748,193
limps,0.92541772351123,181
liven,0.925415939763313,184
ogled,0.925395635538788,187
bogie,0.925395171096056,198
epsom,0.925380165462124,191
began,0.92535413171161,182
stomp,0.925329571031012,188
knead,0.925303181205693,169
addle,0.92530280596982,189
posse,0.925256032584999,196
supes,0.92524575038149,186
quads,0.925241962398487,178
slack,0.925217764979292,211
flips,0.925207210430392,201
cover,0.925190874350593,176
beets,0.925175330033003,192
whens,0.925174267998883,184
rabid,0.925166481145156,169
court,0.925140441124383,179
dirty,0.925138457433995,181
inker,0.925110849035042,190
voted,0.925091861412863,195
ached,0.925082217130858,179
drove,0.925076428695501,200
sibyl,0.925073078736445,175
argon,0.925052702638685,176
bleak,0.924991621969214,198
buses,0.924964094612286,164
panty,0.924958022118002,180
pings,0.924932701659158,197
cargo,0.92492376172602,187
luaus,0.924923281801865,180
break,0.924910516685702,193
these,0.924908051445875,207
azine,0.924888226808951,184
loved,0.924867862726122,196
flame,0.924856868177698,202
turfs,0.924841444349827,205
broke,0.924838935697236,178
podia,0.924835565488182,194
pruta,0.924789531584738,225
chair,0.924771098922155,194
inner,0.924765283545898,198
clued,0.92476010117058,205
milks,0.924752691025886,161
rille,0.924749993796372,182
overt,0.924724964130121,173
paper,0.924715804913825,180
juste,0.924691540361466,187
third,0.924681572497047,171
linen,0.924673931924085,184
sprig,0.924623623598784,189
knops,0.924556629254801,171
yawed,0.92451425593687,203
edict,0.924504598397251,185
trite,0.92449973944763,200
grist,0.924495874817223,189
clash,0.924478745515205,174
drugs,0.924465700618644,208
skint,0.924443393878183,194
spans,0.924436800236154,173
dinks,0.92442103385303,185
boule,0.924400706810831,191
speed,0.924397291702854,192
pilau,0.924394297014841,187
moose,0.924349995975206,205
awoke,0.924347970187218,174
kited,0.924346493999904,188
rungs,0.924336109966063,201
reify,0.924331359131105,197
flash,0.924297956111401,180
scamp,0.924297611108262,193
inlay,0.92428681100998,193
scrub,0.924275760909425,162
shirk,0.92427231444949,196
dunks,0.924267892376282,195
hemps,0.92426182189369,162
hells,0.924261364876781,183
being,0.924238584341608,183
titre,0.924213473978979,198
power,0.924207333014003,198
fused,0.924200717285352,170
wafer,0.924145550820403,219
goths,0.924127706888336,187
slays,0.924126414312273,189
melba,0.924100724742127,188
aspic,0.924083958893756,185
aorta,0.923956343002722,180
gluts,0.923953275138983,201
hawed,0.923941978685405,209
blocs,0.923934263025674,201
niche,0.923924079874075,194
titer,0.92392036196101,210
sever,0.923897680626789,190
duper,0.923897228432521,186
misty,0.923894748821524,203
ganef,0.923833296385758,181
backs,0.923823322399169,173
basis,0.923818593941322,203
flyer,0.923799859210298,190
wiled,0.923795400982593,162
probe,0.923786193052295,194
extra,0.923765808664069,167
grime,0.923745006079556,206
apnea,0.923709273182957,175
lists,0.923703949342303,165
paged,0.923699534461576,191
flake,0.923682551578635,178
truss,0.923670562544977,203
spats,0.923603149788663,180
bells,0.923597870622975,170
unarc,0.923567128980104,208
maybe,0.92354610426955,193
dieth,0.923541389226643,180
raker,0.923518996636505,176
ladle,0.923516403999276,193
fetes,0.923504496198608,169
expos,0.923488639288786,166
prude,0.923488462206545,195
kudos,0.923479221733207,166
obeah,0.923465455098142,192
therm,0.923457930413275,167
keels,0.923403206194984,186
blame,0.923397602918186,202
snaky,0.923378175767716,152
filar,0.923369884580843,188
slits,0.923363215295615,197
pansy,0.923345739413052,211
squad,0.923342955229882,178
stirs,0.923335032993961,186
bider,0.923302255854876,184
rival,0.923288556925869,180
retro,0.923208287712272,178
shrug,0.923186397587127,176
laded,0.923167899188538,183
begat,0.923161546923925,195
omega,0.923095382248903,173
banks,0.923091815760524,192
tench,0.923084461995209,218
carom,0.923065386780265,183
carob,0.9230615730746,168
giber,0.923059450136855,169
gloat,0.923050199756817,207
value,0.923005660889976,195
pinto,0.923005403033377,190
veldt,0.922976963414692,185
brave,0.922962404936146,184
gazer,0.922889401722128,175
crave,0.922874660064168,189
above,0.922866546523074,192
selfs,0.922858561599867,184
torso,0.922856720273383,202
bream,0.922837330172647,204
asses,0.922788351105339,201
class,0.922755168931334,199
bract,0.922719660826585,206
desks,0.922686920644526,186
cadge,0.922674844616948,174
threw,0.922668878535315,169
heeds,0.922660053274547,191
groks,0.922563013074897,169
scowl,0.922476488250329,175
anent,0.922439786183186,212
loons,0.922425392578536,201
eruct,0.922402395038265,170
pawed,0.922402312826564,174
stilt,0.922393682492189,186
joist,0.92237448151987,182
inked,0.922323418516244,201
widen,0.922318391913935,169
tacts,0.922316287842618,191
folks,0.922309963789901,195
seeth,0.922306284086661,191
drubs,0.922298411963168,189
octal,0.922283456415818,198
creel,0.922263057330664,190
glows,0.922234997100378,189
punts,0.922228563708502,189
stool,0.922226357974144,175
unlit,0.922224231016013,196
yolks,0.922197944632875,171
lungs,0.922193671272753,203
inane,0.922189866045428,170
point,0.922183579914055,184
slink,0.922158323927741,223
links,0.922143195827407,185
rearm,0.922127125911819,191
gyves,0.922123129606193,175
phone,0.922115566819841,176
gleam,0.922109624176303,188
craft,0.922093819289049,170
trait,0.922092493744394,185
thaws,0.922081953526422,155
snoot,0.922075167679606,181
wetly,0.922026506684867,197
lilts,0.922024274795902,192
denim,0.921996242339719,207
comps,0.92199071105788,191
seedy,0.921990435325726,188
goeth,0.921969614342095,172
steep,0.921969484996205,203
lycra,0.921953949780942,180
enter,0.921950089745816,195
foray,0.921929544397563,217
lazed,0.921922611529664,177
scoot,0.921917665450754,200
pasts,0.92184619965756,175
chits,0.921833369636044,189
houri,0.921804119470118,190
wheal,0.921757087989501,180
batik,0.921748861685132,183
baton,0.921681700010652,181
amped,0.921621275700979,190
peach,0.921574701329782,180
aioli,0.921539377766579,182
irked,0.921505526675903,205
essay,0.921495668194849,178
total,0.921470465978256,201
tweak,0.921448400749309,167
befit,0.92140684656701,204
unary,0.921387359219564,185
burps,0.921376348161132,187
flaks,0.921375489951742,184
graze,0.921363846911007,192
waver,0.921358252468206,185
burst,0.921345014082561,191
flaws,0.921341816078659,182
muted,0.921298946115492,183
sabra,0.921237737808869,198
civet,0.921228161597323,190
sizes,0.921182469124105,198
sheep,0.921164997855718,177
roper,0.921122413427835,173
wurst,0.921100782017116,193
chert,0.921080243101889,173
women,0.921043946499913,180
jives,0.921038386211218,189
riper,0.921015961245247,180
yoked,0.921013252028046,161
nudie,0.92099500941997,208
fraud,0.920968552622339,188
loots,0.920959756456328,173
vapor,0.920958543222744,216
sofas,0.920954376139368,198
shaky,0.920949828602625,196
quasi,0.920923435627145,201
waken,0.920918579272115,184
dense,0.920895431648428,200
drawl,0.920876871922662,211
unsex,0.920873770545372,202
ricer,0.920858821687197,203
berth,0.920849979734815,198
vower,0.920840679650184,193
slump,0.92081901688621,187
ligne,0.92081021288942,182
plows,0.920792079207922,191
globs,0.920792079207922,184
wider,0.920784234620407,155
homed,0.920772361731195,185
unapt,0.920743828768841,198
tempi,0.920742989630771,184
veers,0.920740778741087,193
mercy,0.920740511551154,192
imams,0.920738171820811,174
plaid,0.920725611766334,196
robin,0.920696543338545,200
solon,0.920692821161815,175
winds,0.920689393743094,181
lamas,0.920674830640958,200
segue,0.92067478587251,194
sight,0.920652419645562,199
blips,0.920639294571507,191
sumac,0.920631934823777,205
frigs,0.920631739287288,182
leeks,0.920619233300048,203
print,0.920605547396843,176
lordy,0.920585243799707,173
wells,0.920509331634917,180
brows,0.92044831377599,191
tolls,0.920442756692069,181
scuba,0.920439190733479,190
cornu,0.920434877495846,195
amiss,0.920420489750506,158
eager,0.920392565572346,190
tonic,0.920386472375537,191
fawns,0.920284636387944,178
homey,0.920247932419452,196
dried,0.92021275580421,182
gesso,0.920206173876183,193
thuds,0.920190878736996,180
cross,0.920189805502931,214
golfs,0.92016941124656,183
views,0.920143123048612,197
lubra,0.920130794242859,171
maims,0.920128687000838,188
sally,0.92012135033201,202
wonks,0.920094586778265,194
mowed,0.920087568886262,179
faxer,0.920072315761521,174
ombre,0.920042129526237,189
doled,0.920023496407366,186
smell,0.919978272907257,181
rusts,0.91997207239521,154
blash,0.919960998716911,181
brass,0.919949807480747,192
faint,0.919947967593921,178
ruche,0.91993812730288,179
ivies,0.919872593666689,184
rouge,0.919827481068376,188
knits,0.919805182517663,179
deign,0.919770751881056,183
seize,0.91976039709234,198
famed,0.919757805329024,197
peaky,0.919750751457728,197
tempo,0.919738108679288,192
dwelt,0.919677494065197,192
oozes,0.919662123564499,194
bland,0.919657859480579,202
wield,0.919649122807017,200
syrup,0.919635033678806,180
altar,0.919633452706973,188
ileum,0.919577127820371,181
amble,0.919570454275345,152
roost,0.91953102535945,177
fibre,0.919525239930994,191
groin,0.919516743918159,190
flags,0.919513466109128,205
mimer,0.919415897097035,194
kefir,0.919373676245205,181
slung,0.919367542435112,189
meter,0.919346666054661,193
audio,0.91933856598095,193
rangy,0.919334657923996,187
stood,0.919304862817108,210
fermi,0.919296938182783,186
shell,0.919287316076375,178
whore,0.919269689437944,191
works,0.919259749588046,185
fosse,0.919224861575454,178
covet,0.919212012037431,197
shaft,0.919209815718413,165
snits,0.919200465286032,178
grave,0.91919461017657,178
spiny,0.919190461556278,195
tumor,0.919184049723367,202
wined,0.919182444560245,180
obese,0.919181629879465,199
beach,0.919143307519607,187
alley,0.919020715630886,177
suing,0.918958023411868,179
ankhs,0.918939262347287,162
sells,0.918936214951136,171
snack,0.91892415786201,207
gavel,0.918914152424909,196
doted,0.918900068144466,195
chews,0.918898641035224,191
didos,0.918891860267577,182
matte,0.918851952028955,189
hocus,0.918837106640601,157
feels,0.918831328212913,184
swive,0.91881015496123,161
flesh,0.918796884002464,183
scudo,0.918796858348708,185
touts,0.918775422944261,182
freak,0.918761941983671,208
prier,0.918736915242771,190
unmet,0.918652391554946,176
slags,0.918595437308367,178
flows,0.918584886871162,191
shall,0.918567943750897,184
calls,0.918533009470059,183
poked,0.918517893772948,173
field,0.918461353236411,189
bocks,0.918409735710413,165
kiths,0.918408893520932,175
aleck,0.918397740051013,190
tinge,0.918365890643119,185
shrub,0.918320607804487,184
tints,0.918299107032079,196
viper,0.918296826725842,178
shift,0.918277924537207,173
lapel,0.918277008394509,217
owned,0.918203824075852,171
leper,0.918203186500061,188
slick,0.918183738715266,185
begot,0.918143130102485,204
cools,0.91811862750521,179
cobra,0.91811223126361,208
apple,0.918093685345606,202
vises,0.918087432313025,184
gigas,0.91807104835517,197
zesty,0.918062617072517,185
decaf,0.918058784623401,208
corgi,0.918029259066258,180
ochre,0.91796850457722,188
flics,0.917956445671697,194
while,0.917941214282,177
docks,0.917921383403737,188
taxed,0.917915146777837,192
graft,0.917904422021151,165
manic,0.917891686472883,205
jukes,0.917874086732401,179
eider,0.917873892652424,180
whats,0.91786774954774,164
folia,0.917826248790294,175
drear,0.91782284232871,213
polls,0.917809544112305,176
glued,0.917801572667389,208
flogs,0.917790450958525,214
warty,0.917773531739138,180
about,0.917768092598734,198
bongs,0.917764460656591,200
drive,0.917755133636933,184
winey,0.917754599185901,189
hypos,0.917748905146321,179
coupe,0.917730812690602,194
spicy,0.917714366717979,174
study,0.917712628962702,162
issue,0.917695893300671,194
habit,0.917688972844653,192
pokey,0.917673076678656,205
plasm,0.917654835659004,180
litho,0.917642228619148,187
crier,0.917627392544104,178
bowie,0.917594040105765,180
edges,0.917591007221021,203
quire,0.917590004614496,198
keens,0.917555694262312,182
track,0.917552167116025,184
wiped,0.91754078454937,209
piths,0.917530972112491,186
bests,0.917523424169042,170
stags,0.917510937140225,172
glary,0.917500796132245,192
viral,0.917474875307079,175
minor,0.917451532552789,203
slash,0.917419143752303,189
twigs,0.917404898384576,186
shiny,0.917404898384575,182
fined,0.917394283287978,180
diode,0.917386063273416,166
coots,0.917320747618803,193
ouzel,0.917314830898295,162
flute,0.917310061314661,174
peter,0.917271128201749,174
ruler,0.917248208814369,194
gluey,0.917220654222405,173
picot,0.917199489372496,189
bonks,0.91718890819917,191
decry,0.917183657423914,190
primo,0.917178370034508,194
deter,0.917142426659066,181
claim,0.917139845972599,193
dread,0.917138173876164,197
kraut,0.917108981619876,167
waged,0.917027729459381,213
twirl,0.917005384749002,175
bowel,0.91699496265416,150
poxed,0.91699178272046,189
basso,0.916984824153737,196
gifts,0.916973764820541,167
feces,0.91697250220378,187
diver,0.916966847677002,183
elfin,0.916942571450127,198
cigar,0.91692853495876,165
admit,0.916896980411737,191
still,0.916883793642523,196
taxol,0.916873549703148,195
gauss,0.916872111957271,171
gable,0.916860188043095,195
doxie,0.916859943425485,193
rimer,0.916855434200779,196
jeers,0.916850599361395,191
label,0.916805097855968,213
mince,0.91680429530004,189
balls,0.916740659658438,179
chart,0.916724567193562,204
casts,0.916716446997718,205
chafe,0.916699633589701,191
latch,0.916695685532634,211
finds,0.916694765451778,187
films,0.916687345426271,168
gnash,0.916687131508069,174
peace,0.916686220791978,171
krona,0.916667907392242,175
beset,0.916666189464521,182
yawps,0.916663679734725,189
chaws,0.916646512296658,209
faked,0.916642121878092,184
spank,0.916625050662962,192
crawl,0.91659401264013,208
stews,0.916585359543793,188
blows,0.916573873453829,190
donee,0.916533068319773,183
sixes,0.916530992974409,177
sloop,0.916526032130013,218
antic,0.916516007132399,196
bless,0.916467476267078,184
sweet,0.916451417545738,185
prove,0.916413162396428,191
sheds,0.916411481479312,178
malls,0.916407515114839,186
chins,0.916368534626741,208
along,0.916355053666153,182
rooms,0.916343230526677,183
pesky,0.916335735206915,174
tipsy,0.916300652621653,175
minks,0.916292616103715,176
tubed,0.916271451706574,198
capon,0.916243047505608,196
harsh,0.916234386596555,176
kinds,0.916228966255022,189
modal,0.916223897931591,204
erode,0.9162170328875,192
pools,0.916167025050962,174
repel,0.916119129075378,184
pinks,0.916086184343461,196
ticks,0.916075116283557,180
typed,0.916060996681386,190
bower,0.91604949968681,198
piper,0.916040100250626,196
newsy,0.916019465723662,187
voila,0.916011999492979,185
sorry,0.916011688369086,169
huger,0.91600354914581,185
seers,0.916003400894106,190
babel,0.915989508107264,219
brand,0.915961274053564,201
ovule,0.915951129627642,199
fiefs,0.915939348137073,191
quiet,0.915932692340443,204
soupy,0.915924778073376,190
locks,0.915918730949838,179
gaily,0.915918686390658,196
knobs,0.91591106479069,170
hokey,0.915883084289763,203
situs,0.915879290111295,205
jiber,0.915876867291993,192
piton,0.915844906319794,183
slews,0.915839736269259,188
fells,0.915823470891981,187
silky,0.915823192226343,170
adlib,0.915785981271478,189
honks,0.915778286124776,177
axled,0.915763466967102,179
howls,0.915760459793811,182
bowls,0.915738597155661,183
swans,0.915734786775076,209
beret,0.915729791602642,195
roods,0.915726866804328,187
cleft,0.915703297463115,206
blebs,0.91569837274881,188
moors,0.915692378954495,195
tulip,0.915681699748922,176
fakir,0.915681313112322,194
umber,0.915667882577732,188
amino,0.915629226445614,173
stems,0.915615343210734,162
payee,0.915612338467629,172
monks,0.915572031705489,193
major,0.915564915145882,194
odder,0.91556182055266,217
frosh,0.915552231525308,193
scuse,0.915539070169584,178
nervy,0.915537606392218,176
bilks,0.915536662361889,184
sedge,0.915526694369842,195
hirer,0.915515566367534,199
talky,0.915502222736894,216
spawn,0.915461433977737,183
woken,0.915419930321365,193
taint,0.915400862594659,188
gripe,0.915383434751162,189
silly,0.915382651293602,183
world,0.915381669745923,176
