Word,Fraction of words eliminated,N
bards,0.948364071350163,194
grits,0.948351825314111,192
ravel,0.948344818136603,161
cults,0.948332826703723,192
hulas,0.948305495369481,190
felts,0.948255407847616,188
shorn,0.948236928956054,185
airer,0.948211698558858,179
raven,0.948193026358739,182
miter,0.948159296964687,179
herbs,0.948147572854452,208
sward,0.948139292773446,153
cider,0.948135012212284,196
sneer,0.948134333285591,171
purse,0.948131599274149,188
inlet,0.948125201306166,199
ayins,0.948117928978125,181
shake,0.94809591315668,186
roble,0.948075703179507,181
anted,0.948072135148737,195
crams,0.948061379486214,188
craws,0.948059471665516,185
peril,0.948057305730574,176
pions,0.948053301570759,210
rayed,0.948037895894853,192
lubes,0.948005942811527,188
oaken,0.94800587307986,212
crews,0.94798520099688,187
runts,0.947983466445462,196
throe,0.947965998188695,159
moire,0.94796504822107,184
tilde,0.947952282494804,155
ruses,0.947947121581965,190
tangs,0.947911488063508,174
totes,0.947887551913087,176
ethos,0.947867308150644,172
coxes,0.947853846551084,185
noses,0.947851611236465,197
thane,0.947842240364386,180
coins,0.947824892648384,172
taxis,0.947817823398008,172
pikes,0.947766912914202,187
louts,0.94776419680609,158
cameo,0.947752134713917,177
metal,0.947743654853999,181
items,0.947722617013244,179
talks,0.947712976647103,183
jeans,0.947690308727573,177
laced,0.947648584892446,186
bolas,0.947638296389853,177
paned,0.947626403873648,169
strop,0.947602179030894,188
treap,0.947579344400606,196
ripen,0.947577196990954,208
deads,0.947568412602285,185
petri,0.947561310598625,172
enrol,0.947554832505073,205
laird,0.94754299114122,200
warts,0.947498220036001,182
waves,0.947467136705042,183
byres,0.947453935676969,195
brads,0.947444350486105,167
hazes,0.9474411756414,191
abuse,0.947440383136059,210
micas,0.947412790478134,184
oaths,0.947397879215437,171
gases,0.947386455642977,183
cager,0.947380641264338,199
curse,0.947379036149229,180
prays,0.947358520962541,193
sugar,0.947314974412421,169
soars,0.947271587412825,174
sandy,0.947268495949766,186
ramps,0.947261925440664,168
gazes,0.947252619998841,168
halts,0.947248096520178,192
sails,0.947241665845106,185
sites,0.947223340755128,176
facer,0.947215445228734,176
hoses,0.94720557582074,176
arias,0.947205038377731,202
spued,0.947201085498464,191
medal,0.947201052342077,192
speak,0.947193824102975,194
silty,0.94719203336503,194
shoal,0.947156635168162,187
vines,0.947143856578156,181
afire,0.947143806939678,174
hauls,0.947126177767136,185
harem,0.947112284823486,177
deary,0.947106229987447,159
olden,0.947076286576026,198
lacey,0.947065147482031,185
dyers,0.947054666888568,191
shlep,0.947039128956547,211
taxer,0.946985568589083,196
earth,0.946964355878313,187
pulse,0.946960470483139,175
table,0.946946260248943,158
draws,0.946922171135404,181
genus,0.946912333103349,179
cruel,0.946912044729796,212
triad,0.946886446886447,182
giros,0.946881003889863,165
seine,0.946874177379756,194
timer,0.946868294762354,207
verso,0.946859792114716,181
caron,0.946813639473507,196
sines,0.946812575994443,185
polis,0.946783885958081,178
tykes,0.946766991880204,173
fiats,0.946727896473859,192
split,0.946703421510012,169
forts,0.946689713900787,205
mitre,0.946672771518339,206
neath,0.946663173651273,183
honer,0.946644232372963,201
carol,0.946636392962605,168
spoke,0.946591433336882,186
regal,0.946568153055908,196
stoic,0.946566651124946,190
nosey,0.94656370186528,177
laver,0.946562998797915,201
poems,0.94651475197771,199
colds,0.946512816695203,175
bared,0.946508427932576,204
wraps,0.946499913149209,156
setup,0.946465359608967,186
haled,0.946460473659875,207
shoes,0.946435446583183,194
helms,0.946426424018921,182
recto,0.946360083376759,200
blots,0.946355636426455,183
penal,0.946355001885767,181
flare,0.946336163221585,192
rests,0.946333301428961,196
rainy,0.946324430013851,195
trows,0.946303878508152,210
stalk,0.946294236650687,201
diary,0.94627975649462,172
snarf,0.946275352997605,222
range,0.946251768033946,196
story,0.946179144230213,150
prone,0.94617310347421,194
tribs,0.946163554597018,173
hours,0.946161006260808,184
goest,0.946160095209705,229
spoil,0.946139800116083,205
swine,0.946130577970077,198
tiled,0.946128987898791,192
shrew,0.946108627483247,190
levis,0.946106948917498,183
maple,0.946091148016404,184
wised,0.94608703085795,191
those,0.946085777177182,177
ascot,0.946065659197499,166
turds,0.946063707494345,178
reels,0.946060499744608,202
raged,0.946058239783248,199
shnor,0.946051184065776,180
nukes,0.946050117477122,190
coder,0.946038607311983,183
isles,0.945991711953149,175
babes,0.945983065798839,204
viers,0.945938866332454,187
loped,0.945912000106894,182
ulnas,0.945872064419026,179
matey,0.945870902879764,198
clots,0.94584534278584,177
daisy,0.945841816954349,194
nones,0.945832899079382,175
padre,0.945827763554387,184
yelps,0.945825010132592,192
valet,0.945816087960884,174
lieth,0.945798828456086,166
tanks,0.945798604628265,187
steer,0.945782116911381,204
vents,0.945777240262725,187
deity,0.945774556297206,199
jakes,0.945773981109702,173
tells,0.945762500778379,212
trice,0.945751384688116,194
muter,0.945744688885365,184
slues,0.945732666256949,223
acted,0.945715655713066,167
blest,0.945704137434743,203
gruel,0.945701093903906,167
garbs,0.945670791069315,172
chase,0.945643166290312,192
seams,0.945631405245788,222
urine,0.945626659300961,183
sides,0.945623231053755,170
miner,0.945604322741273,186
salvo,0.945582189797927,180
swart,0.945578214331129,209
oiled,0.945548825805789,183
borne,0.945533698106654,176
ulcer,0.945528011447762,168
beano,0.945506589738709,167
sakes,0.945506178524829,172
oldie,0.945488254194369,199
maker,0.945478082062837,179
pieta,0.945465255907741,207
echos,0.945464814256125,171
luted,0.94541214259476,183
brays,0.945407698664603,198
hikes,0.945406363296429,203
teens,0.945401765867935,177
lower,0.94537397059544,195
sloth,0.94534750588811,186
claps,0.945329269769083,165
drain,0.945318044102743,199
snark,0.9453044375645,170
gamer,0.945289430258816,192
hoper,0.945280954688267,171
dukes,0.945267902913526,205
bends,0.94525905558081,188
mauls,0.94524578773667,200
crags,0.945245161979421,161
wrest,0.945225472203971,184
yogas,0.945216554130219,188
bread,0.94520701003244,185
strip,0.945199311761498,201
aport,0.945168581955148,152
scary,0.945131530696929,180
reman,0.945124086343472,189
feral,0.945121100602016,193
veins,0.94512079895092,182
vices,0.945119117842856,197
pried,0.945111079434588,223
toyed,0.945093522510146,176
drape,0.945070865550283,185
asked,0.945067571772656,187
novas,0.945036000405638,173
spray,0.945018648915936,199
eland,0.945001487444572,174
haute,0.944996047592375,187
latin,0.944987130291976,165
singe,0.94493033134024,194
mason,0.944894706188885,170
artsy,0.944880479950829,195
saran,0.944865663199001,191
girds,0.944864007217691,201
hives,0.944863818931143,179
helps,0.944824254617135,201
harps,0.944819863989795,186
meaty,0.944815504106803,175
lifer,0.944789463466469,170
feuds,0.94477597165489,186
tansy,0.944771168846207,189
anger,0.944757525128531,194
warps,0.944756936994009,204
apses,0.944739920942805,189
auger,0.944739737131607,195
laxer,0.944736102949601,188
gilts,0.94472815702623,190
diner,0.944726863503821,188
named,0.944701042633147,205
pleat,0.944698059425153,217
aimed,0.944679297651127,187
riser,0.944653140849076,182
sonic,0.944640982568346,161
outen,0.94464070030014,172
boast,0.94464010829395,174
scarp,0.944624508720392,182
racks,0.944599990775172,177
clays,0.944578451334011,194
dints,0.944571658582863,208
waist,0.944571226632645,174
cords,0.944549834812364,203
snout,0.94454726779393,174
cease,0.944545527766536,179
wrote,0.944488774535348,192
drake,0.944481411703924,195
spilt,0.944470086106355,175
tabor,0.944440308692523,182
ruled,0.9443973161086,172
turps,0.944397209804082,171
tower,0.944393298979022,180
idler,0.94437534205682,199
ahoys,0.944366893738734,193
jails,0.94436217983445,202
skoal,0.944354575143223,211
doses,0.944325984692991,196
reign,0.944278410771377,185
omits,0.944276923257081,178
boils,0.94426495281107,195
meant,0.94426338262729,177
neons,0.944247277913388,190
after,0.944227826644077,199
safes,0.944225771580734,206
norms,0.944208115763242,196
trike,0.944189495350213,186
arced,0.94418841113893,205
tzars,0.94418183469429,197
lamps,0.944167349065733,210
coati,0.944159328213524,198
scour,0.944129291576553,193
bands,0.944126591551984,193
adorn,0.944081521554218,194
nines,0.944073328253218,199
ideal,0.944067120619737,179
cribs,0.944062951919608,169
steel,0.944038666161698,183
toker,0.94403558546067,171
corks,0.944015291860742,227
tater,0.94399596931069,171
wants,0.943990479675068,188
crops,0.943987786771273,199
cried,0.943970818134445,175
wadis,0.943952289965839,189
intra,0.94392333970239,192
harks,0.943921179234971,201
utero,0.943877200220022,192
scrod,0.943872799411966,177
sisal,0.943868423738739,194
coper,0.943857663961885,175
mosey,0.943857234020615,187
mixes,0.943845980801704,183
dives,0.943837727425993,187
forte,0.943832010418256,181
birds,0.943819601258372,216
usher,0.943812749696022,200
gages,0.943777183032561,206
ovals,0.943772525502758,191
rings,0.943769742471325,216
glens,0.943724613317709,177
hilts,0.943716952340395,186
beaut,0.94370371701417,174
oasis,0.943680602878101,182
monte,0.943677262463088,160
tiger,0.943629657083357,187
foams,0.943628782260013,189
scorn,0.943621564673628,184
chars,0.94360285010252,199
arity,0.943601784990529,168
pager,0.943598884920585,164
torah,0.943558192831168,186
stoas,0.943553221718933,195
preys,0.94353884401598,192
kayos,0.943535779723983,186
dinar,0.943523715252412,209
welds,0.943513309440504,196
sprit,0.943494968691916,187
spume,0.943477712432897,168
yenta,0.943453841951702,207
grams,0.943452810721783,166
holed,0.943438666752542,178
clods,0.94343620720826,196
cedar,0.943420824076868,190
clean,0.943408208824224,189
plena,0.943400079089656,188
saxes,0.943376903479821,192
bairn,0.943351786976508,202
phase,0.943339728709713,176
amine,0.943331971888511,185
roped,0.943317887976564,185
maned,0.943276983820554,193
trash,0.943272453047615,205
dribs,0.943270941603406,185
peaty,0.943267369098913,205
brags,0.943252960164438,192
alums,0.94323397073878,197
calms,0.943231165221786,209
tents,0.94319547183619,169
ogler,0.943188192848621,183
swirl,0.943142587285044,192
dozes,0.94314133587957,167
hilar,0.943116989717548,204
hider,0.943104504356253,190
vibes,0.94308748500309,172
short,0.943080734666265,190
tsars,0.943076970235724,170
aphis,0.943061988043868,178
eater,0.94306178633153,179
lamed,0.943057879195121,152
waxes,0.943051068264721,200
passe,0.943025881535521,207
tubas,0.943021381494572,193
cruse,0.942998089282612,175
chaos,0.942957948739117,202
fetor,0.942956033280857,189
bergs,0.942922551364449,195
place,0.942909785070882,196
obeys,0.942854165115761,175
feist,0.942806708336857,191
tonal,0.942799515113886,188
spina,0.942773670765827,177
skein,0.942735159942587,190
scold,0.9427206487001,173
prims,0.942707590370916,179
worts,0.942669238928373,188
fared,0.942668960479322,219
trend,0.942658099976419,179
depot,0.942653106233153,178
house,0.942638316158965,173
recap,0.942593495342743,186
poses,0.942562377317634,193
facet,0.942521181942757,180
krone,0.942495537347688,188
kerbs,0.942459839071103,201
viler,0.942430056001777,179
owest,0.94242884167623,183
holey,0.942414037161769,201
kerfs,0.942409867682374,194
curls,0.94240878381467,190
plods,0.942376958649192,212
caged,0.942371017287486,187
thine,0.942340436375815,167
lined,0.942320156827713,175
basil,0.942309362515199,176
sound,0.942300632667716,194
latex,0.942298690172319,177
ample,0.942295202060252,184
nodal,0.942260015475233,176
aerie,0.94225177666508,184
holds,0.942216255523858,177
piled,0.942204245487205,189
flits,0.942193729776895,172
plebs,0.942177653512078,197
oncet,0.942165972720253,202
roots,0.942151859296206,189
tuxes,0.942071859007763,195
baled,0.942059541707346,174
biter,0.942055619451699,169
hands,0.942000127990638,190
seder,0.941988806088284,203
rimed,0.941978215457258,191
fatso,0.941977849652062,179
jibes,0.941961429775841,164
ready,0.941959321362534,214
farms,0.941889101190822,180
filet,0.941876227774705,194
limey,0.941867201627373,173
foils,0.941853628087267,187
dawns,0.941841832890856,169
vials,0.941839199102097,208
acute,0.941807839162993,163
adept,0.941792513025437,199
weary,0.941782599312562,165
shove,0.941760612644526,183
evils,0.941749947934997,191
basin,0.941748491821387,178
prams,0.941738224165665,184
heron,0.941699160841674,174
debar,0.941688190558186,184
elate,0.941685378237465,191
hadst,0.941647073294588,209
vireo,0.941631398752269,214
camel,0.941627754106682,204
remit,0.941599118840999,173
token,0.941574805253804,195
waled,0.941572784048376,197
actor,0.941564246283422,205
easts,0.941557823014899,186
scout,0.941551391981304,176
fetus,0.941549863488373,195
pubes,0.941546131853583,185
coral,0.941545331003689,170
death,0.941540535632511,176
ashes,0.941522196210194,201
amber,0.941490138988837,189
pawer,0.941398200733778,197
dowse,0.941392418594086,208
pedal,0.941377000028238,203
toked,0.941370379319613,179
loess,0.941363932743447,199
filer,0.941354964560264,226
reset,0.94135164943254,166
agone,0.94131918157059,212
lacks,0.941307206889371,161
wends,0.941251438316265,181
baker,0.94123067569915,200
feuar,0.941230641735153,179
horsy,0.94120020554687,192
bated,0.941174029683669,180
fazes,0.94116882065721,191
nicer,0.941162063574779,200
lithe,0.941154322307801,173
stork,0.941151474647913,177
swain,0.941122364213515,193
kilos,0.941119833545324,186
plays,0.94111758789098,215
cited,0.94110814590231,198
cable,0.941086887146488,172
glads,0.941084790101098,183
purls,0.941072624985376,196
raked,0.941058244985962,177
plyer,0.941030766769809,177
toady,0.940988927534123,172
groat,0.940975215007158,211
suers,0.940941462567311,162
angel,0.940931704051542,178
barms,0.940898494281561,190
corms,0.940894543174826,174
vitas,0.940892301742586,159
homer,0.940886609436567,190
riced,0.940876080511658,178
acned,0.94086045750324,208
grabs,0.940829170636362,198
cruet,0.940821279852025,185
spree,0.94081961220474,201
nitro,0.94080565951332,165
blear,0.940794273333151,190
luxes,0.940776398081798,181
balms,0.940765181260179,202
their,0.940763213824828,191
heres,0.940721201800051,194
foyer,0.940698280354351,200
shave,0.940696350336789,180
hangs,0.940694102721399,158
nadir,0.94068759102631,195
deism,0.940653436987094,196
bolts,0.940624007954335,174
corps,0.940608239126814,196
beard,0.940602091848978,173
spend,0.940594998333403,185
media,0.940594059405939,203
smoke,0.940586470501931,206
proem,0.940573566522827,178
cento,0.940519918487356,164
scram,0.940496246865361,206
ponds,0.940494638106471,152
obits,0.940486801052841,183
sirup,0.940481153378495,200
bauds,0.940450731872152,183
units,0.940412042324052,188
moves,0.940373861947599,198
tense,0.940363027746902,203
ovens,0.94035614586652,211
decal,0.94033907439327,156
lasts,0.940337125817845,192
teach,0.94032742747959,200
owlet,0.940312038300222,178
shady,0.94029135138814,171
stamp,0.940254688687609,173
blast,0.940242640023054,173
flats,0.940231507850907,172
chose,0.940228687115536,203
toped,0.940211241359189,206
fated,0.940192481989211,202
staph,0.940184160437765,189
dados,0.940155812314444,174
tress,0.940149532780103,186
porks,0.940129950495049,192
newts,0.940126676802243,194
cukes,0.940115415050278,180
trued,0.940106176277679,183
radon,0.940106040679257,189
youse,0.940098655407968,196
dorks,0.940093723331144,184
poxes,0.940083699091559,194
eclat,0.940078915012244,204
caped,0.940068838512688,211
dream,0.940054896578766,202
kepis,0.940045428183888,183
swipe,0.940034003400341,165
fords,0.940029529268716,184
necks,0.940004412959076,185
shute,0.939998115153061,188
inode,0.93999774367019,194
cuter,0.939997592073325,189
winos,0.93999399939994,187
epics,0.939975247524753,192
fader,0.939972944662888,198
yurts,0.939963649766774,205
paced,0.939955315498134,189
warms,0.939955223592534,180
ulnar,0.939946953517277,193
abide,0.939920456093051,213
velds,0.939882379215365,175
tuned,0.939866091872345,220
coyer,0.939854941455478,196
dykes,0.939827944013239,190
verbs,0.939825695781179,196
start,0.93982254223285,197
stele,0.939818304773759,206
reach,0.939806675867124,182
bytes,0.939803482481961,185
baths,0.939802419443397,174
sharp,0.939792958086069,201
enact,0.939789147163206,183
sword,0.93976829482342,191
proms,0.939767660976625,165
leach,0.939760485898634,179
model,0.939754203309642,194
beths,0.939733214807549,204
tuber,0.939715110423897,183
geoid,0.939709949564134,167
cored,0.939651107967941,182
moral,0.939645461552144,167
cress,0.9396325309839,183
gator,0.939626155598016,180
hired,0.93961336923166,192
argot,0.939611713178455,177
stoat,0.93958562522919,180
pipes,0.939584216675999,161
polar,0.939575841852868,181
gaper,0.93957356261942,200
scarf,0.939569039140757,192
drips,0.939565211581887,182
legit,0.939563254571071,198
maced,0.93955853075186,182
iambs,0.939507211526798,179
sheik,0.939464999131492,202
nixes,0.939427626973225,165
clefs,0.93940755813259,189
agile,0.939403348570472,193
stack,0.939400375557636,211
sorts,0.939378148341151,168
mused,0.939356435643563,168
loose,0.939353034859606,166
souse,0.93927392739274,195
royal,0.939270769182182,220
skirt,0.93925088183649,202
stank,0.93924198026785,199
gayer,0.939219507591162,173
limns,0.93919243973876,217
torte,0.93915389868143,189
usage,0.939147916660243,169
flier,0.939146837190992,199
labor,0.939126934764783,186
rocks,0.939117595970123,180
romps,0.939106793633017,201
relax,0.939091447345073,186
sized,0.939079631253387,167
mealy,0.93907083015994,182
molar,0.939047913359267,172
tetra,0.93904232528516,195
roily,0.939030745179782,196
pukes,0.939009265952061,186
amend,0.939004912637014,195
verst,0.939001320321851,183
oleos,0.938983131548529,197
brews,0.938980740179283,198
blade,0.938959279386586,175
fauns,0.93893271557484,202
lover,0.938886150350453,185
copse,0.938872521957772,202
marks,0.93886789994789,176
laity,0.938863033308775,203
shies,0.938843473163106,192
pouts,0.938820526789521,176
poker,0.938790235298833,195
goner,0.938781929402044,185
sonly,0.938766057056834,210
stagy,0.938753190273079,189
virus,0.938740922652894,181
velar,0.938740351767969,195
email,0.938728539878694,196
masse,0.93872850442939,200
baron,0.938691318111402,196
lofts,0.938634126570551,180
inert,0.938620096827498,195
sahib,0.938603815993522,166
rowed,0.938592872445138,192
shirt,0.938580266355149,182
ocean,0.938575283476939,172
towel,0.938574296026093,180
scion,0.938563087077938,195
manor,0.938557013596095,220
cream,0.938503103281466,186
tamps,0.938499367763601,186
nasty,0.938482411541295,185
axons,0.938478413187267,178
lemur,0.938476418823936,183
ovate,0.938474172575704,191
shark,0.938461039995464,193
trots,0.938445489285771,176
amyls,0.938431262895223,164
spent,0.938428248839922,175
sheaf,0.938419503401264,185
sleds,0.938406706167693,189
grant,0.938393839383939,168
plied,0.938360622765878,190
plant,0.938360617770146,183
tidal,0.938347229459789,200
bahts,0.938331917987121,216
mayor,0.938330180793595,181
dirks,0.938326883324401,211
kelps,0.938315345370675,194
barks,0.938264518410164,197
burls,0.938257167209989,172
trove,0.938219837800525,193
lawns,0.938184160776834,206
profs,0.938169225270985,174
opine,0.938156349087184,177
locus,0.938132708007642,200
tongs,0.938124476063166,184
nuder,0.9381102196907,187
surly,0.938109851085358,189
serge,0.93810922445628,154
modus,0.938099227879444,204
robed,0.938096743237742,183
uteri,0.938092036637534,193
sedgy,0.938091136629343,193
shako,0.938082279405885,189
moper,0.938062024825965,182
saves,0.938060208677996,206
dairy,0.938054508892185,208
slang,0.938044079805777,172
words,0.938009743446804,172
viols,0.938007835871308,180
pints,0.93800627940553,186
pasty,0.93797870353073,212
ultra,0.937962435458163,193
marsh,0.937907922807401,181
antsy,0.937894406906142,179
okays,0.937874925472633,185
sputa,0.937865974681892,197
patio,0.937856633960611,187
infer,0.937829461616522,190
adobe,0.937815783303955,183
fends,0.937808693150018,198
hurls,0.9377671720959,164
poesy,0.937757591548629,176
sedum,0.937728415418133,201
boxes,0.937699346037023,185
pesos,0.93767228553519,184
grail,0.937592457915543,182
lucre,0.937581076136729,188
dance,0.937575879559553,189
fuels,0.937543042229919,170
frame,0.93753971670459,161
stars,0.93752257431257,189
sheer,0.937518133036632,185
comer,0.937504843601768,195
scrim,0.937502370926748,174
decor,0.937496231215705,193
cairn,0.937486348947557,202
chats,0.937470325979966,180
sodas,0.937464851227177,202
pawls,0.937433909595946,171
daubs,0.937421855786412,202
rolls,0.937418487414313,181
furls,0.937409530426727,201
guise,0.937403337857005,187
farce,0.937386253833001,199
synod,0.937358992972616,173
balds,0.937339440315223,171
penes,0.937327734444289,189
swarm,0.937312152267859,198
mired,0.937309605323861,186
novel,0.9372946683004,185
soils,0.937264622621579,185
quais,0.937261731713337,190
finer,0.937233739651773,194
icons,0.937214598652848,180
longs,0.937206878582595,192
lifts,0.937192963262596,181
carve,0.937173399786318,179
hanks,0.937153899600487,200
often,0.937138995206236,174
scalp,0.937132435048016,182
claws,0.937103438315446,178
repay,0.937081076528706,165
clone,0.937076154712596,194
blurs,0.937075927390939,193
paint,0.937050901653001,196
pease,0.937044887220833,178
terra,0.937042395800886,179
fetal,0.937010173279065,185
pride,0.936963799151636,169
mints,0.936927445604972,184
wolds,0.936924820301578,210
thins,0.936918212660937,173
areal,0.936906997551791,212
bathe,0.936902900816398,180
frays,0.936895765188083,213
rumen,0.936890707478837,203
popes,0.936872323171277,169
basic,0.936847424354625,209
shelf,0.936846777937259,171
navel,0.936812644112709,204
angst,0.936802539903114,180
lambs,0.936797158752449,177
spies,0.936793350387671,176
skeet,0.936785159796501,194
molds,0.93677000601409,199
sigma,0.936673853143829,204
coifs,0.936648837297523,174
horde,0.936646382498474,183
avert,0.936643009745805,197
ploys,0.936597104185481,191
gluer,0.936590651546358,189
mimes,0.936562853869512,183
curia,0.93656170128291,196
orbed,0.936546175973344,191
barfs,0.936543028977207,202
tings,0.936514814916396,190
roman,0.936464255532591,178
sleep,0.936462385528639,215
rifts,0.936444205248825,183
lemon,0.936431176952282,175
scrip,0.93642017200496,172
garde,0.936419566069215,215
askew,0.936418980694161,167
rayon,0.936390079531227,173
dolce,0.936380453020886,194
demit,0.936365539387947,195
posit,0.93635536322511,184
vends,0.936330818436535,184
lobed,0.936323495681933,181
volts,0.936311133449067,169
noisy,0.936292495646326,195
styli,0.936251519888831,203
bleat,0.936201059094442,179
redly,0.936197354879801,186
lobar,0.936196421000334,186
hafts,0.936193924101552,190
rater,0.936193619361936,174
raspy,0.936157391099298,179
tardy,0.936133137282887,157
price,0.936121710643051,186
alias,0.936111467305453,191
grins,0.936107384534647,188
wader,0.936084596906418,205
heard,0.936060825762211,184
aleph,0.936018234626401,172
rapid,0.935982719118721,179
yodel,0.935947542122632,180
reeds,0.935946690644297,204
buret,0.935946287053409,173
vitae,0.935942292899042,182
grade,0.935932901560834,175
refit,0.935917616850314,193
golds,0.935914444929556,185
hayed,0.935914016817554,193
noble,0.935896564484824,161
absit,0.935896221201068,176
whoas,0.935872019696249,184
hairy,0.935864972709281,213
glade,0.935847495770222,181
ester,0.935844434645894,195
rinks,0.935822751250194,190
payed,0.935791395488934,188
randy,0.935779125113848,189
minus,0.935777869702325,194
faker,0.935692733851497,189
metes,0.935690765872926,184
dicer,0.935683583838259,204
recut,0.935679218891418,190
melon,0.935678209753675,183
yawls,0.935657572548425,217
rehab,0.93564313652003,203
spike,0.935633694948442,176
eaves,0.9356265718105,184
voter,0.935620346818424,202
crept,0.935617307140752,172
tarot,0.935613680213523,186
gored,0.935610995310058,208
hoist,0.935603316429204,205
stony,0.935597584526255,170
curie,0.935587949376654,228
carny,0.935585365373216,194
piney,0.93553964462464,173
abled,0.935524197999265,203
slurp,0.935514986370734,179
lisle,0.93551261316478,193
knots,0.935497704895145,209
flaps,0.935495173577508,175
prows,0.935471226924291,191
mohel,0.935461457860558,186
jutes,0.93545884110185,197
foxes,0.935455387644027,204
saucy,0.935436977525039,206
inapt,0.935421315410894,195
spark,0.935420424633556,195
cloys,0.935414686979534,170
wager,0.935412276925633,184
exams,0.935364495573255,197
bride,0.935348271669272,185
golem,0.935326728791667,179
snafu,0.935322126895272,194
mesas,0.935297065890799,192
rivet,0.935263475413754,186
daily,0.935229463626794,181
narco,0.935224224176804,198
force,0.935203615270932,183
naive,0.935198565977053,194
mange,0.935177558502879,186
chest,0.935171252193226,178
owner,0.935153543055136,190
credo,0.935148892463618,184
gives,0.935147613121967,183
gilds,0.935144659143753,223
fonts,0.935136578215769,203
brine,0.935120631176691,190
argue,0.935106629667374,203
dimer,0.935097987844729,181
semen,0.935095535869378,200
palms,0.935079256913545,195
clasp,0.935072701349083,192
secco,0.935072226995103,185
reeks,0.935061617616871,187
leafy,0.93505620231041,194
amide,0.935054387373303,185
curds,0.935047881218327,184
piano,0.934992408430916,193
suras,0.934983677423629,194
flora,0.934981096093933,188
nests,0.93494423978449,173
prime,0.934933487565066,182
sworn,0.934927731000247,190
opted,0.934914103284841,203
flams,0.934909202228195,202
weald,0.934896866052048,159
lings,0.934891009078862,191
lurks,0.934879773691655,175
beers,0.934864919409496,173
abuts,0.934859248545693,196
skyed,0.934844751531684,162
paras,0.934844739063869,172
brake,0.934844633053012,181
oboes,0.934829283088607,197
plait,0.934822546294038,203
under,0.934789092944383,198
honed,0.934780357205476,213
divas,0.934767457008859,160
liked,0.934759729842953,187
bangs,0.934746779451507,172
redip,0.934716278645407,198
kilts,0.934707802764081,195
darer,0.934696347924266,192
folds,0.934684988966733,162
yerba,0.934657028455882,195
eased,0.934652379711656,160
grace,0.934647710815641,163
dudes,0.934623391640028,201
spars,0.934572404608882,186
calks,0.93457103418221,169
flees,0.934566341726484,191
fried,0.934553538145063,178
facts,0.934551461865111,188
towns,0.934543605917495,191
unsee,0.934522659085776,213
cruds,0.93451352823041,178
gyros,0.934505866986815,181
lapin,0.934499615375072,175
hypes,0.934495203906354,189
towed,0.934464266860123,204
guest,0.934459387234271,208
acorn,0.934458095836715,194
caked,0.934424910635107,190
hoard,0.934416367595725,177
timed,0.934403630732614,188
ducts,0.934384822764901,146
sprog,0.934373981454916,178
brims,0.93436899490445,191
strum,0.93433880593141,174
wands,0.934321620731656,163
wefts,0.934314954051796,168
yokel,0.934298088997856,183
rasps,0.93428669873027,183
bagel,0.934248231000219,167
auras,0.934232239013375,168
blahs,0.934219449342195,219
fired,0.934218923491652,181
barge,0.934215822095689,164
nerdy,0.934210774460905,175
macro,0.934207812228591,192
brigs,0.934206530113779,163
tribe,0.934203505443516,167
snots,0.934197222582008,173
eaten,0.934168122694623,170
cowls,0.934129300576636,193
bawls,0.934106897531859,176
memos,0.934090349059385,172
roved,0.934077564023357,194
cells,0.93405972176165,165
ankle,0.934042157678371,171
glees,0.934040050621603,175
solum,0.934039978534755,179
carer,0.934032760289251,203
cagey,0.93401821385146,203
crows,0.934010976285598,168
dipso,0.933959651604259,175
lowed,0.93395649900414,193
hinds,0.933950670608858,187
agley,0.933944052299966,176
unsew,0.933919246033561,171
eases,0.933917117693391,189
tango,0.933910764607376,206
lodge,0.933900378821316,183
rebut,0.933900169677985,177
koine,0.933888993602609,188
jokes,0.933886055666477,178
slats,0.933878489063481,195
abase,0.933868259491484,186
eared,0.933810744069524,194
wives,0.93380335949176,202
waker,0.933799314410495,196
pangs,0.933774940296742,163
reuse,0.933765611039516,167
limed,0.933747995362572,172
spout,0.93374613003096,170
prigs,0.933742798621968,192
tiara,0.933732846968907,164
rills,0.933724875157234,207
wilts,0.933687649108628,196
clews,0.933679673015638,196
shout,0.93365900057498,187
dress,0.933655587063389,163
largo,0.933636555875267,184
bayed,0.933603651017104,201
minds,0.933600236084729,186
venal,0.933599371017434,190
bouts,0.933572173006774,200
psoas,0.933515232067264,178
brace,0.93351348157062,194
unite,0.933477838265351,188
groan,0.933448243609786,195
sling,0.933440634703864,203
grids,0.933430212256171,194
silos,0.933394397497264,194
exits,0.933365999600745,201
bison,0.933353391730151,168
doyen,0.933350514685335,184
rifle,0.933335014316372,186
assed,0.933334247552178,190
lasso,0.93332945370412,197
delay,0.93332042978734,175
lunar,0.933302453052322,180
salts,0.933300431129161,189
maths,0.933298593017197,168
dower,0.933284192886154,193
today,0.933274867923249,205
semis,0.933269642753749,180
scaly,0.933248600854953,205
gamed,0.9332477760654,188
swami,0.933175790039225,215
patsy,0.933146053050403,197
flabs,0.933122692682326,158
toter,0.933110542175498,230
sebum,0.933089009419844,213
belay,0.933085495201717,194
durst,0.933050580599855,187
boned,0.933042080217814,172
hasty,0.93303346955194,190
paths,0.933024409356205,223
bored,0.933022249593381,176
dirge,0.933003662208328,192
dashy,0.932972678711169,194
clops,0.932967609408231,201
coney,0.932959374747064,191
abode,0.932948418022093,188
salad,0.932934089700217,193
